IssueId,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved
4515,Improvement,Closed,Fixed,JDBC,Minor,Person 422,2010/01/15 13:48:33 +0100,2010/01/15 13:48:33 +0100,Person 422,2010/01/21 11:59:51 +0100
4520,Improvement,Closed,Fixed,Store,Major,Person 422,2010/01/20 14:18:21 +0100,2010/01/20 14:18:21 +0100,Person 422,2010/03/04 14:45:26 +0100
4538,Improvement,Closed,Fixed,SQL,Minor,Person 380,2010/02/05 07:32:04 +0100,2010/02/24 21:22:53 +0100,Person 380,2010/03/02 01:28:37 +0100
4539,Bug,Closed,Fixed,SQL,Minor,Person 418,2010/02/05 19:57:18 +0100,2010/02/12 20:27:26 +0100,Person 418,2010/02/12 23:08:31 +0100
4542,Improvement,Closed,Fixed,Store,Minor,Person 422,2010/02/08 18:30:40 +0100,2010/02/12 09:38:54 +0100,Person 422,2010/02/15 12:01:30 +0100
4545,Bug,Closed,Fixed,Test,Major,Person 393,2010/02/11 20:16:27 +0100,2010/02/11 20:52:39 +0100,Person 418,2010/02/11 20:55:14 +0100
4548,Improvement,Closed,Fixed,Build tools,Major,Person 383,2010/02/11 22:06:46 +0100,2010/05/04 03:12:27 +0100,Person 383,2010/05/04 03:12:27 +0100
4549,Bug,Closed,Fixed,SQL,Major,Person 495,2010/02/16 10:24:58 +0100,2010/02/16 13:44:16 +0100,Person 394,2010/02/18 11:36:46 +0100
4551,Improvement,Closed,Fixed,SQL,Major,Person 496,2010/02/17 04:13:20 +0100,2010/05/23 00:52:01 +0100,Person 405,2010/09/24 20:36:39 +0100
4554,Improvement,Closed,Fixed,Test,Minor,Person 394,2010/02/19 16:23:10 +0100,2010/02/19 16:23:10 +0100,Person 394,2010/02/19 20:29:53 +0100
4562,Bug,Closed,Fixed,JDBC; SQL,Blocker,Person 497,2010/02/22 22:47:34 +0100,2010/02/23 22:05:44 +0100,Person 405,2010/03/03 00:08:21 +0100
4569,Bug,Closed,Fixed,Test,Major,Person 383,2010/02/25 19:28:52 +0100,2010/02/25 21:23:02 +0100,Person 383,2010/02/25 21:23:02 +0100
4580,Bug,Closed,Fixed,Tools,Major,Person 394,2010/03/12 15:51:08 +0100,2010/03/12 18:41:12 +0100,Person 418,2010/03/13 00:51:02 +0100
4589,Improvement,Closed,Fixed,Store,Major,Person 498,2010/03/18 08:15:02 +0100,2011/04/13 14:34:53 +0100,Person 418,2011/04/13 14:36:54 +0100
4602,Bug,Closed,Fixed,Services; Test,Major,Person 383,2010/03/29 21:24:52 +0100,2010/03/30 07:03:06 +0100,Person 394,2010/03/31 22:06:53 +0100
4603,Bug,Closed,Fixed,Test,Major,Person 383,2010/03/31 23:27:24 +0100,2010/04/01 10:06:04 +0100,Person 394,2010/04/01 10:14:05 +0100
4619,Bug,Closed,Fixed,Build tools,Minor,Person 422,2010/04/18 13:23:29 +0100,2010/04/18 13:23:29 +0100,Person 422,2010/04/22 17:52:22 +0100
4621,Bug,Closed,Fixed,SQL,Major,Person 394,2010/04/20 14:33:31 +0100,2010/07/08 06:40:11 +0100,Person 394,2010/07/09 18:42:06 +0100
4624,Bug,Closed,Fixed,Test,Minor,Person 394,2010/04/21 11:30:55 +0100,2010/05/18 15:13:52 +0100,Person 394,2010/05/19 08:57:41 +0100
4638,Improvement,Closed,Fixed,Test,Minor,Person 394,2010/05/03 08:23:11 +0100,2010/05/03 08:23:11 +0100,Person 394,2010/05/06 10:27:15 +0100
4647,Bug,Closed,Fixed,Test,Minor,Person 393,2010/05/07 19:34:26 +0100,2011/08/17 22:56:22 +0100,Person 393,2012/09/13 00:20:04 +0100
4651,Bug,Closed,Fixed,SQL,Minor,Person 394,2010/05/11 12:56:19 +0100,2010/05/12 19:25:19 +0100,Person 418,2010/05/14 10:47:32 +0100
4661,Improvement,Closed,Fixed,JDBC,Minor,Person 422,2010/05/14 12:54:40 +0100,2010/05/14 12:54:40 +0100,Person 422,2010/05/25 16:12:53 +0100
4663,Improvement,Closed,Fixed,JDBC; Test,Major,Person 418,2010/05/17 15:59:32 +0100,2010/05/17 15:59:39 +0100,Person 418,2010/05/17 16:04:06 +0100
4665,Bug,Closed,Fixed,Test,Major,Person 394,2010/05/19 09:12:33 +0100,2010/05/19 09:12:33 +0100,Person 394,2010/05/19 15:01:43 +0100
4685,Improvement,Closed,Fixed,Store,Minor,Person 394,2010/06/01 20:27:06 +0100,2010/10/26 10:15:26 +0100,Person 394,2010/10/29 13:18:18 +0100
4690,Bug,Closed,Fixed,Store,Minor,Person 394,2010/06/03 13:34:36 +0100,2010/06/29 22:54:44 +0100,Person 395,2010/07/01 16:51:16 +0100
4692,Bug,Closed,Fixed,SQL,Major,Person 418,2010/06/04 16:09:56 +0100,2010/06/04 16:09:56 +0100,Person 418,2010/06/07 16:13:06 +0100
4693,Bug,Closed,Fixed,SQL,Minor,Person 499,2010/06/05 12:36:41 +0100,2010/06/05 20:07:06 +0100,Person 410,2010/06/15 02:04:02 +0100
4695,Improvement,Closed,Fixed,SQL,Minor,Person 405,2010/06/07 21:37:52 +0100,2010/06/15 21:02:28 +0100,Person 405,2010/08/23 19:18:00 +0100
4700,Improvement,Closed,Fixed,Test,Minor,Person 422,2010/06/15 07:27:16 +0100,2010/06/29 10:05:31 +0100,Person 422,2010/07/13 14:24:01 +0100
4712,Bug,Closed,Fixed,SQL,Minor,Person 500,2010/06/24 19:13:15 +0100,2011/02/07 23:52:43 +0100,Person 405,2011/02/07 23:52:43 +0100
4716,Improvement,Closed,Fixed,SQL,Major,Person 418,2010/06/25 20:33:02 +0100,2010/06/25 20:34:04 +0100,Person 418,2010/07/02 18:55:13 +0100
4729,Improvement,Closed,Fixed,Store,Trivial,Person 395,2010/07/01 23:21:21 +0100,2010/07/01 23:21:21 +0100,Person 395,2013/04/29 18:46:23 +0100
4748,Bug,Closed,Fixed,Network Client; SQL,Major,Person 501,2010/07/20 00:13:09 +0100,2010/07/20 08:57:12 +0100,Person 422,2010/08/10 16:20:06 +0100
4752,Bug,Closed,Fixed,Services,Minor,Person 394,2010/07/21 12:42:58 +0100,2010/07/21 19:15:24 +0100,Person 394,2010/08/25 09:26:02 +0100
4755,Bug,Closed,Fixed,Documentation,Major,Person 380,2010/07/23 20:00:13 +0100,2010/09/30 21:22:44 +0100,Person 471,2010/11/23 16:43:52 +0100
4760,Bug,Closed,Fixed,Test,Major,Person 383,2010/08/02 17:36:04 +0100,2010/08/02 17:52:42 +0100,Person 383,2010/08/02 17:52:42 +0100
4764,Bug,Closed,Fixed,Miscellaneous,Major,Person 422,2010/08/10 09:20:04 +0100,2010/08/10 09:20:04 +0100,Person 422,2010/09/08 13:38:09 +0100
4779,Bug,Closed,Fixed,SQL,Major,Person 418,2010/08/17 20:40:50 +0100,2012/03/16 17:40:03 +0100,Person 502,2012/03/16 22:19:56 +0100
4796,Bug,Closed,Fixed,Localization,Major,Person 394,2010/09/09 13:51:52 +0100,2010/11/01 12:11:11 +0100,Person 394,2010/11/11 17:07:51 +0100
4803,Bug,Closed,Fixed,SQL,Major,Person 503,2010/09/16 20:59:17 +0100,2010/09/21 19:59:09 +0100,Person 418,2010/09/22 13:42:31 +0100
4810,Bug,Closed,Fixed,SQL,Minor,Person 394,2010/09/22 14:09:20 +0100,2010/09/22 14:09:20 +0100,Person 394,2010/09/24 12:25:09 +0100
4812,Bug,Closed,Fixed,Replication,Major,Person 383,2010/09/22 23:01:08 +0100,2010/09/23 15:34:02 +0100,Person 393,2010/10/26 19:00:32 +0100
4815,Bug,Closed,Fixed,Services,Major,Person 394,2010/09/23 18:04:14 +0100,2010/09/23 18:04:14 +0100,Person 394,2010/10/27 08:41:43 +0100
4847,Bug,Closed,Fixed,Build tools; Documentation,Minor,Person 486,2010/10/14 02:39:23 +0100,2010/10/14 02:39:23 +0100,Person 383,2013/09/17 17:01:08 +0100
4849,Bug,Closed,Fixed,SQL,Minor,Person 422,2010/10/14 08:46:57 +0100,2010/10/19 12:55:56 +0100,Person 422,2010/11/30 16:10:42 +0100
4859,Bug,Closed,Fixed,Services,Minor,Person 394,2010/10/20 18:09:02 +0100,2010/10/20 18:09:32 +0100,Person 394,2010/10/21 09:55:32 +0100
4866,Improvement,Closed,Fixed,Tools,Trivial,Person 394,2010/10/26 10:48:23 +0100,2010/10/26 10:48:23 +0100,Person 394,2010/10/29 09:52:36 +0100
4873,Bug,Closed,Fixed,Test,Major,Person 383,2010/10/29 00:45:13 +0100,2012/10/05 00:51:43 +0100,Person 394,2012/10/31 11:01:49 +0100
4880,Improvement,Closed,Fixed,Demos/Scripts; 11,Minor,Person 394,2010/10/31 21:31:02 +0100,2010/10/31 21:31:02 +0100,Person 394,2010/11/03 14:16:30 +0100
4888,Bug,Closed,Fixed,JDBC; Network Client,Major,Person 394,2010/11/05 20:17:43 +0100,2010/11/05 20:17:43 +0100,Person 394,2010/11/06 09:32:12 +0100
4895,Bug,Closed,Fixed,SQL,Minor,Person 405,2010/11/09 17:30:12 +0100,2011/02/15 00:43:46 +0100,Person 405,2011/02/15 00:43:46 +0100
4899,Improvement,Closed,Fixed,SQL,Minor,Person 422,2010/11/11 12:59:16 +0100,2010/11/11 12:59:16 +0100,Person 422,2010/11/12 12:30:49 +0100
4907,Bug,Closed,Fixed,JDBC,Minor,Person 393,2010/11/19 00:49:54 +0100,2010/12/17 17:31:01 +0100,Person 502,2011/03/24 17:41:55 +0100
4910,Bug,Closed,Fixed,Replication,Major,Person 393,2010/11/23 00:49:24 +0100,2011/04/08 08:56:35 +0100,Person 394,2011/04/11 11:00:40 +0100
4911,Bug,Closed,Fixed,Network Server; Store,Major,Person 405,2010/11/23 23:24:43 +0100,2010/11/23 23:24:43 +0100,Person 405,2010/11/24 22:03:16 +0100
4912,Bug,Closed,Fixed,Test,Major,Person 405,2010/11/24 01:10:56 +0100,2010/11/24 08:34:05 +0100,Person 422,2010/12/06 16:54:39 +0100
4915,Bug,Closed,Fixed,Test,Major,Person 383,2010/11/24 19:50:31 +0100,2011/03/02 20:21:22 +0100,Person 422,2011/03/08 22:06:22 +0100
4920,Bug,Closed,Fixed,Store,Major,Person 394,2010/11/25 21:04:06 +0100,2010/11/25 21:11:52 +0100,Person 405,2010/12/14 17:40:33 +0100
4944,Bug,Closed,Fixed,Store,Minor,Person 504,2010/12/14 16:58:49 +0100,2010/12/14 18:03:07 +0100,Person 405,2010/12/16 16:17:31 +0100
4949,Bug,Closed,Fixed,Network Client,Major,Person 418,2010/12/22 20:18:36 +0100,2010/12/23 17:07:49 +0100,Person 418,2010/12/23 19:27:09 +0100
4950,Bug,Closed,Fixed,Test,Major,Person 394,2010/12/23 10:13:13 +0100,2010/12/23 10:13:13 +0100,Person 394,2010/12/23 10:21:24 +0100
4960,Bug,Closed,Fixed,Store,Major,Person 405,2011/01/07 00:19:01 +0100,2011/01/07 16:22:57 +0100,Person 405,2011/01/08 02:55:13 +0100
4980,Bug,Closed,Fixed,Test,Major,Person 405,2011/01/20 19:09:08 +0100,2011/02/05 02:02:34 +0100,Person 405,2011/02/05 02:03:33 +0100
4982,Bug,Closed,Fixed,Store,Major,Person 405,2011/01/22 03:04:13 +0100,2011/01/22 03:04:41 +0100,Person 405,2011/01/27 03:15:56 +0100
4983,Bug,Closed,Fixed,Test,Major,Person 383,2011/01/24 20:01:48 +0100,2011/01/24 21:25:42 +0100,Person 418,2011/01/26 22:12:43 +0100
4984,Bug,Closed,Fixed,SQL,Major,Person 380,2011/01/25 23:49:33 +0100,2011/05/17 22:35:30 +0100,Person 380,2012/03/19 18:04:29 +0100
4985,Bug,Closed,Fixed,Test,Major,Person 393,2011/01/26 02:26:35 +0100,null,Unassigned,2011/01/26 23:42:34 +0100
4992,Improvement,Closed,Fixed,Miscellaneous,Major,Person 405,2011/01/31 17:50:11 +0100,2011/01/31 18:05:11 +0100,Person 405,2011/02/01 22:03:14 +0100
5001,Bug,Closed,Fixed,Test,Minor,Person 405,2011/02/03 19:20:57 +0100,2011/02/03 19:22:19 +0100,Person 405,2011/03/02 08:47:24 +0100
5008,Bug,Closed,Fixed,Store,Trivial,Person 86,2011/02/08 05:52:01 +0100,2011/02/08 10:37:07 +0100,Person 86,2011/02/08 10:37:07 +0100
5011,Bug,Closed,Fixed,Network Client,Trivial,Person 86,2011/02/08 06:31:40 +0100,2011/02/08 06:31:40 +0100,Person 86,2011/02/09 01:26:09 +0100
5018,Improvement,Closed,Fixed,Network Server,Trivial,Person 86,2011/02/11 07:49:50 +0100,2012/03/16 23:48:51 +0100,Person 86,2012/03/16 23:48:51 +0100
5022,Bug,Closed,Fixed,Network Server,Minor,Person 86,2011/02/11 08:41:52 +0100,2011/02/12 16:55:20 +0100,Person 86,2011/02/13 08:11:43 +0100
5023,Bug,Closed,Fixed,Build tools,Minor,Person 394,2011/02/11 10:24:28 +0100,2011/02/11 10:24:28 +0100,Person 394,2011/02/14 15:21:27 +0100
5025,Bug,Closed,Fixed,Test,Major,Person 418,2011/02/11 16:20:15 +0100,2011/02/11 18:02:48 +0100,Person 418,2011/02/11 18:04:32 +0100
5032,Bug,Closed,Fixed,Network Server,Trivial,Person 86,2011/02/12 07:44:18 +0100,2011/02/16 18:22:02 +0100,Person 86,2011/02/16 18:22:02 +0100
5033,Improvement,Closed,Fixed,Network Client,Trivial,Person 86,2011/02/12 07:58:39 +0100,2011/02/14 22:40:57 +0100,Person 86,2011/02/14 22:40:57 +0100
5034,Bug,Closed,Fixed,Network Server,Minor,Person 86,2011/02/12 08:05:45 +0100,2011/02/16 18:18:22 +0100,Person 86,2011/02/16 18:18:22 +0100
5042,Bug,Closed,Fixed,Network Client,Major,Person 492,2011/02/15 03:58:50 +0100,2011/02/23 20:22:05 +0100,Person 394,2011/02/24 13:54:25 +0100
5045,Bug,Closed,Fixed,Services,Major,Person 394,2011/02/16 10:03:56 +0100,2011/03/11 15:57:01 +0100,Person 394,2012/09/13 00:20:04 +0100
5046,Bug,Closed,Fixed,Test,Minor,Person 422,2011/02/16 14:25:46 +0100,2011/02/16 14:25:46 +0100,Person 422,2011/02/16 19:13:07 +0100
5052,Bug,Closed,Fixed,Tools,Trivial,Person 86,2011/02/18 07:50:13 +0100,2011/02/18 22:08:59 +0100,Person 86,2011/02/18 22:08:59 +0100
5053,Improvement,Closed,Fixed,Network Server,Trivial,Person 86,2011/02/18 08:15:37 +0100,2011/02/22 17:26:39 +0100,Person 86,2011/02/22 17:27:18 +0100
5063,Bug,Closed,Fixed,JDBC,Major,Person 394,2011/02/20 21:58:25 +0100,2011/02/20 22:31:11 +0100,Person 394,2011/02/22 11:27:08 +0100
5070,Improvement,Closed,Fixed,SQL,Trivial,Person 86,2011/02/26 08:49:35 +0100,2011/02/28 23:41:08 +0100,Person 86,2011/04/13 20:13:53 +0100
5071,Improvement,Closed,Fixed,Network Server,Trivial,Person 86,2011/02/26 09:38:31 +0100,2011/02/28 23:42:54 +0100,Person 86,2011/04/13 20:12:16 +0100
5074,Bug,Closed,Fixed,Store; Test,Minor,Person 383,2011/02/28 09:21:15 +0100,2011/03/02 01:06:45 +0100,Person 405,2012/03/17 02:18:34 +0100
5076,Improvement,Closed,Fixed,Network Client,Trivial,Person 86,2011/03/01 07:08:41 +0100,2011/03/01 16:09:10 +0100,Person 86,2011/03/01 16:09:10 +0100
5077,Improvement,Closed,Fixed,SQL; Store,Trivial,Person 86,2011/03/01 07:24:58 +0100,2011/07/13 10:20:54 +0100,Person 422,2011/07/13 10:20:54 +0100
5078,Bug,Closed,Fixed,Network Client,Minor,Person 394,2011/03/01 13:25:59 +0100,2011/03/01 13:25:59 +0100,Person 394,2011/03/01 16:13:14 +0100
5079,Bug,Closed,Fixed,SQL,Blocker,Person 380,2011/03/01 18:38:49 +0100,2011/03/01 18:38:49 +0100,Person 380,2011/03/08 19:16:14 +0100
5082,Bug,Closed,Fixed,Services,Major,Person 394,2011/03/02 13:38:38 +0100,2011/03/02 13:38:38 +0100,Person 422,2011/03/03 01:11:43 +0100
5085,Bug,Closed,Fixed,JDBC,Major,Person 418,2011/03/02 18:17:17 +0100,2011/03/02 19:51:47 +0100,Person 486,2011/03/03 03:14:16 +0100
5086,Improvement,Closed,Fixed,Services,Major,Person 394,2011/03/02 19:37:19 +0100,2011/03/02 19:37:19 +0100,Person 394,2011/03/03 09:53:42 +0100
5087,Bug,Closed,Fixed,Services; Store,Minor,Person 422,2011/03/02 23:03:29 +0100,2011/03/02 23:03:29 +0100,Person 422,2011/03/07 20:41:22 +0100
5092,Improvement,Closed,Fixed,Network Client,Trivial,Person 86,2011/03/06 15:48:22 +0100,2011/03/20 17:33:23 +0100,Person 86,2011/03/20 23:28:28 +0100
5093,Improvement,Closed,Fixed,Network Client,Trivial,Person 86,2011/03/06 16:11:41 +0100,2011/03/25 15:36:27 +0100,Person 86,2011/03/25 15:36:27 +0100
5100,Bug,Closed,Fixed,Test,Major,Person 394,2011/03/08 13:22:44 +0100,2011/03/16 18:24:05 +0100,Person 394,2011/03/16 18:24:05 +0100
5103,Bug,Closed,Fixed,Test,Major,Person 394,2011/03/08 13:58:39 +0100,2011/03/09 15:07:11 +0100,Person 394,2011/03/09 15:07:11 +0100
5106,Bug,Closed,Fixed,Test,Major,Person 394,2011/03/08 16:59:05 +0100,2011/03/08 16:59:05 +0100,Person 394,2011/03/08 17:02:38 +0100
5114,Bug,Closed,Fixed,Test,Major,Person 394,2011/03/09 11:26:39 +0100,2011/03/09 11:26:39 +0100,Person 394,2011/03/09 11:46:09 +0100
5117,Bug,Closed,Fixed,Test,Major,Person 394,2011/03/09 13:38:13 +0100,2011/03/09 13:53:42 +0100,Person 394,2011/03/09 13:53:42 +0100
5119,Bug,Closed,Fixed,Test,Major,Person 393,2011/03/09 20:10:49 +0100,null,Unassigned,2011/03/14 22:25:51 +0100
5133,Bug,Closed,Fixed,Test,Major,Person 395,2011/03/15 16:37:05 +0100,2014/05/16 23:23:23 +0100,Person 383,2014/05/16 23:23:23 +0100
5157,Bug,Closed,Fixed,SQL,Major,Person 394,2011/03/28 13:33:42 +0100,2011/03/28 13:33:42 +0100,Person 394,2011/03/29 10:18:48 +0100
5159,Bug,Closed,Fixed,Test,Major,Person 394,2011/03/28 19:40:46 +0100,2011/03/28 20:15:21 +0100,Person 394,2011/08/17 20:48:40 +0100
5161,Bug,Closed,Fixed,SQL,Major,Person 394,2011/03/29 09:52:29 +0100,2011/03/29 10:13:04 +0100,Person 394,2011/03/30 13:14:51 +0100
5162,Bug,Closed,Fixed,JDBC; SQL,Major,Person 418,2011/03/29 15:05:30 +0100,2011/03/29 18:33:19 +0100,Person 418,2011/03/29 23:57:47 +0100
5163,Bug,Closed,Fixed,Tools,Trivial,Person 86,2011/03/30 05:57:05 +0100,2011/04/30 04:59:37 +0100,Person 86,2011/04/30 04:59:37 +0100
5189,Improvement,Closed,Fixed,Build tools,Major,Person 394,2011/04/14 12:57:19 +0100,2011/04/14 12:57:19 +0100,Person 394,2011/04/14 16:21:33 +0100
5192,Bug,Closed,Fixed,Network Server,Major,Person 394,2011/04/15 09:11:38 +0100,2011/04/15 09:11:38 +0100,Person 394,2011/04/18 08:42:12 +0100
5233,Bug,Closed,Fixed,Store,Major,Person 405,2011/05/13 22:15:57 +0100,2011/05/31 02:56:28 +0100,Person 405,2011/05/31 17:04:02 +0100
5236,Bug,Closed,Fixed,Network Client,Major,Person 394,2011/05/17 16:54:38 +0100,2011/07/01 16:53:30 +0100,Person 394,2011/09/12 12:34:18 +0100
5239,Improvement,Closed,Fixed,Network Server,Major,Person 505,2011/05/18 04:53:06 +0100,2011/05/23 13:25:57 +0100,Person 505,2011/05/23 13:25:57 +0100
5243,Bug,Closed,Fixed,SQL; Test,Minor,Person 405,2011/05/23 16:09:13 +0100,2011/05/31 02:57:11 +0100,Person 405,2011/07/05 13:18:33 +0100
5244,Improvement,Closed,Fixed,Documentation,Minor,Person 506,2011/05/24 17:18:32 +0100,2013/10/14 22:04:03 +0100,Person 471,2013/10/18 16:20:29 +0100
5246,Improvement,Closed,Fixed,SQL,Minor,Person 394,2011/05/25 11:09:22 +0100,2011/05/25 11:09:22 +0100,Person 394,2011/05/26 13:25:31 +0100
5247,Bug,Closed,Fixed,Build tools; Javadoc,Minor,Person 422,2011/05/25 14:29:16 +0100,2011/05/26 09:54:10 +0100,Person 422,2011/05/26 09:54:10 +0100
5249,Bug,Closed,Fixed,Store,Major,Person 393,2011/05/27 23:16:43 +0100,2011/06/01 17:37:32 +0100,Person 393,2011/06/10 15:52:32 +0100
5253,Bug,Closed,Fixed,Miscellaneous,Minor,Person 422,2011/05/30 20:08:32 +0100,2011/05/30 20:08:32 +0100,Person 422,2011/06/15 14:19:42 +0100
5277,Bug,Closed,Fixed,Test,Major,Person 394,2011/06/15 10:40:19 +0100,2011/06/18 02:29:02 +0100,Person 380,2011/08/31 19:48:44 +0100
5280,Bug,Closed,Fixed,SQL,Major,Person 418,2011/06/15 21:52:29 +0100,2011/06/21 15:05:21 +0100,Person 394,2011/06/23 13:44:27 +0100
5286,Improvement,Closed,Fixed,Build tools,Minor,Person 394,2011/06/20 10:53:10 +0100,2011/06/20 12:06:21 +0100,Person 394,2011/07/05 11:57:59 +0100
5289,Bug,Closed,Fixed,SQL,Major,Person 507,2011/06/21 01:21:57 +0100,2011/06/22 21:55:30 +0100,Person 393,2011/06/29 17:49:10 +0100
5291,Bug,Closed,Fixed,Test,Major,Person 383,2011/06/21 20:21:46 +0100,2011/06/22 09:52:39 +0100,Person 394,2011/06/22 09:52:39 +0100
5292,Bug,Closed,Fixed,SQL,Major,Person 508,2011/06/22 18:05:41 +0100,2011/06/22 18:05:41 +0100,Person 405,2011/07/04 12:58:58 +0100
5300,Improvement,Closed,Fixed,Test,Trivial,Person 393,2011/06/28 00:12:35 +0100,2011/07/20 18:15:25 +0100,Person 509,2011/11/06 03:18:32 +0100
5306,Improvement,Closed,Fixed,,Trivial,Person 422,2011/06/29 11:17:12 +0100,2011/08/15 22:01:34 +0100,Person 422,2011/08/15 22:01:34 +0100
5313,Bug,Resolved,Fixed,SQL,Major,Person 394,2011/07/05 16:37:27 +0100,2014/10/03 16:49:13 +0100,Person 394,2014/10/03 16:49:20 +0100
5331,Bug,Closed,Fixed,Network Server,Major,Person 394,2011/07/14 10:05:37 +0100,2011/07/14 10:18:06 +0100,Person 394,2011/07/20 10:36:13 +0100
5336,Bug,Closed,Fixed,Services,Major,Person 510,2011/07/14 22:23:00 +0100,2011/08/09 12:13:28 +0100,Person 422,2011/08/23 10:23:49 +0100
5343,Bug,Closed,Fixed,Test,Major,Person 393,2011/07/19 03:28:07 +0100,2011/07/19 12:26:18 +0100,Person 394,2011/07/19 13:50:42 +0100
5345,Bug,Closed,Fixed,Test,Major,Person 394,2011/07/20 09:35:43 +0100,2011/07/20 09:52:38 +0100,Person 394,2011/07/20 10:01:14 +0100
5346,Bug,Closed,Fixed,Test,Major,Person 394,2011/07/20 09:39:12 +0100,2011/07/20 11:15:29 +0100,Person 394,2011/07/20 11:30:27 +0100
5369,Improvement,Closed,Fixed,SQL,Major,Person 511,2011/08/02 14:05:12 +0100,2012/03/22 05:39:54 +0100,Person 418,2012/03/22 05:40:39 +0100
5377,Bug,Closed,Fixed,Store; Test,Major,Person 405,2011/08/08 15:44:29 +0100,2012/09/26 22:28:32 +0100,Person 383,2012/09/26 22:28:32 +0100
5390,Bug,Closed,Fixed,,Minor,Person 422,2011/08/25 21:27:37 +0100,2011/08/25 21:27:37 +0100,Person 422,2011/09/02 07:39:33 +0100
5395,Bug,Closed,Fixed,SQL,Major,Person 418,2011/08/29 16:03:25 +0100,2011/08/29 16:03:30 +0100,Person 418,2011/09/02 15:37:06 +0100
5406,Bug,Closed,Fixed,SQL,Major,Person 394,2011/09/09 10:54:47 +0100,2011/09/20 11:01:44 +0100,Person 394,2012/01/23 15:23:31 +0100
5412,Bug,Closed,Fixed,Test,Major,Person 394,2011/09/15 11:00:30 +0100,2011/09/16 10:11:09 +0100,Person 394,2011/09/16 18:08:32 +0100
5414,Bug,Closed,Fixed,Test,Major,Person 394,2011/09/15 16:24:30 +0100,2011/09/16 10:53:29 +0100,Person 394,2011/09/16 18:21:00 +0100
5419,Improvement,Closed,Fixed,Services,Major,Person 394,2011/09/19 15:58:06 +0100,2011/09/19 15:58:06 +0100,Person 394,2011/09/23 12:33:31 +0100
5424,Bug,Closed,Fixed,Test,Minor,Person 393,2011/09/20 20:24:29 +0100,2012/06/13 18:22:44 +0100,Person 393,2012/06/26 00:25:31 +0100
5427,Bug,Closed,Fixed,Services,Major,Person 393,2011/09/22 18:30:24 +0100,2011/10/07 16:58:32 +0100,Person 393,2011/11/02 04:39:37 +0100
5438,Bug,Closed,Fixed,Demos/Scripts,Major,Person 394,2011/09/29 13:08:13 +0100,2011/09/29 13:18:04 +0100,Person 394,2011/09/30 12:05:26 +0100
5444,Bug,Closed,Fixed,Test,Major,Person 422,2011/10/04 13:28:06 +0100,2011/10/04 13:28:06 +0100,Person 422,2011/10/06 10:26:30 +0100
5454,Bug,Closed,Fixed,Test,Major,Person 383,2011/10/10 20:01:39 +0100,2012/04/10 21:45:17 +0100,Person 383,2012/04/10 21:45:17 +0100
5456,Bug,Closed,Fixed,Test,Major,Person 418,2011/10/11 20:14:03 +0100,null,Unassigned,2011/10/17 17:25:19 +0100
5463,Improvement,Closed,Fixed,Build tools,Minor,Person 383,2011/10/13 18:25:02 +0100,2014/01/13 19:59:53 +0100,Person 418,2014/05/30 15:59:44 +0100
5474,Improvement,Closed,Fixed,Build tools,Minor,Person 394,2011/10/24 11:42:30 +0100,2011/10/24 11:42:30 +0100,Person 394,2011/10/24 16:28:20 +0100
5478,Improvement,Closed,Fixed,Build tools,Minor,Person 394,2011/10/25 09:19:16 +0100,2011/10/25 09:19:16 +0100,Person 394,2011/10/26 09:01:34 +0100
5479,Improvement,Closed,Fixed,Build tools,Minor,Person 394,2011/10/25 13:02:44 +0100,2011/10/25 13:02:44 +0100,Person 394,2011/10/26 08:57:36 +0100
5482,Improvement,Closed,Fixed,Build tools,Minor,Person 394,2011/10/25 16:14:14 +0100,2011/10/25 16:14:14 +0100,Person 394,2011/10/26 09:00:41 +0100
5492,Bug,Closed,Fixed,Store,Major,Person 405,2011/11/07 11:29:06 +0100,2011/11/07 11:29:06 +0100,Person 405,2011/11/09 10:40:45 +0100
5493,Bug,Closed,Fixed,SQL,Major,Person 418,2011/11/07 14:57:04 +0100,2012/04/14 01:49:03 +0100,Person 418,2012/04/20 18:15:55 +0100
5498,Bug,Closed,Fixed,Store,Major,Person 394,2011/11/09 14:05:45 +0100,2011/11/09 15:52:30 +0100,Person 405,2011/11/11 18:53:59 +0100
5501,Improvement,Closed,Fixed,SQL,Major,Person 512,2011/11/14 18:08:56 +0100,2011/11/18 21:24:41 +0100,Person 405,2011/11/21 22:27:34 +0100
5504,Bug,Closed,Fixed,Test,Major,Person 394,2011/11/16 14:06:26 +0100,2011/11/16 15:08:38 +0100,Person 394,2011/11/18 12:25:13 +0100
5529,Bug,Closed,Fixed,Test,Major,Person 405,2011/12/09 19:53:14 +0100,2011/12/09 19:53:14 +0100,Person 509,2011/12/12 14:35:43 +0100
5530,Bug,Closed,Fixed,SQL,Major,Person 513,2011/12/11 22:41:19 +0100,2012/02/13 12:13:19 +0100,Person 422,2012/02/23 08:23:29 +0100
5539,Improvement,Closed,Fixed,Services,Major,Person 394,2011/12/15 11:58:33 +0100,2011/12/15 11:58:33 +0100,Person 394,2012/02/23 09:36:49 +0100
5540,Improvement,Closed,Fixed,Test,Trivial,Person 394,2011/12/15 13:20:42 +0100,2011/12/15 13:20:42 +0100,Person 394,2011/12/19 10:43:08 +0100
